,price
62613,6191
15444,29990
22582,5495
60003,13298
9669,14307
23934,47000
50941,14999
65467,14298
20334,28780
66809,25699
8658,17707
43833,17990
42039,10752
35226,11091
42083,9499
69182,22995
10473,12995
68313,16035
53284,12787
12852,19998
73885,15740
21440,15998
2153,9000
24292,11750
7706,9700
62571,17500
56508,10690
46071,11298
57841,22199
35173,21998
42624,33250
7857,22215
50048,18990
50545,4490
67657,11999
75843,30990
47212,35990
14119,8990
23077,26940
12466,9450
54006,13698
41247,29495
17838,17495
11814,37999
2636,24980
75256,7495
62827,21599
63293,12299
69657,30785
18366,17820
35706,49981
69629,13695
40987,20899
8378,18000
10240,12295
50358,8000
3581,10290
42226,9650
23677,27889
29573,13500
45534,9499
34592,19250
7281,9500
67293,7270
18481,26995
49280,6790
10635,21199
50540,15490
49190,9998
45010,12298
40054,16950
48489,5491
59800,31495
51049,9399
36035,17360
74634,7860
47575,34129
72348,6199
54747,14699
24180,22020
43946,10799
65643,12280
24347,19689
39232,4195
40846,19700
71495,9750
66833,26995
41432,10040
9879,13990
9880,7290
56765,7995
4837,9250
32741,17300
30877,5298
34022,22990
7159,8995
9614,1595
178,14257
48001,9980
46978,19995
42371,17990
48740,12498
60478,33449
9338,12998
13725,8995
16699,20150
23994,20980
7144,31490
47526,74226
30852,6298
8630,6999
15462,10999
46573,29990
18159,31498
59604,7990
71348,11391
48287,16995
50039,14600
70559,17750
14895,15200
1332,7293
44344,12300
53400,9998
58875,19295
9130,11000
21638,15880
56388,18118
35756,15990
10493,27950
68101,24785
43140,18991
3006,22897
20548,17145
8078,25490
12464,11495
73372,29699
46510,17228
33561,20750
19816,14890
40016,33994
7495,13499
46688,8298
26167,32690
11755,20695
72466,15499
65445,5690
30909,15500
54999,17871
12578,47895
16221,15491
38772,22449
49309,6490
70891,35891
75167,13359
7268,12299
773,11110
64680,16900
29780,18000
13788,24495
68432,31998
9898,10995
9035,22500
21892,30995
64448,16600
962,19999
45467,19199
75282,14985
17777,26500
67649,12232
11584,30709
34154,8998
175,12995
10845,14200
38402,25890
71772,16499
53084,10995
50107,15450
64616,13980
32156,13000
21010,15995
29892,15970
35924,59990
61125,11295
56059,28750
71427,15770
73420,22990
67878,26940
3994,31996
5434,15400
62715,14850
57290,24999
17656,38800
1226,32300
63964,18500
33612,8600
52576,10250
49605,24750
66905,21990
28008,14995
31573,11200
497,20998
25280,8999
22702,9995
45030,24991
28914,11000
21264,14970
33433,14295
59028,19840
33457,38398
18030,18497
9936,17620
3568,22490
32206,20970
41258,26149
42993,15999
24408,15795
3362,23980
48569,19995
62591,15995
57484,12495
65666,5491
54495,13498
1942,22000
19190,19940
14575,22901
2801,9498
47643,14000
3206,8300
74319,11990
46218,13250
59555,34990
67766,10999
36366,9500
20359,25995
58378,13990
18339,20962
56767,5250
74113,8999
65407,9998
28334,6800
31131,14300
61833,7190
32005,2995
73841,17300
2865,15991
64011,11495
41313,23800
20073,15980
36211,9243
68014,11395
35741,14000
46592,18900
48376,8991
40120,17399
8862,17500
23412,20990
75683,14998
1388,20000
58148,15799
56417,12200
58492,9362
43691,13231
40659,12161
20084,21800
30906,10299
62705,19471
39155,9695
54765,25989
42227,12698
67710,18998
55886,9659
70942,15325
43209,7991
63206,8000
70060,7500
11372,26566
15226,21000
34620,21495
3701,24720
40378,18298
17842,7999
33853,19992
34451,17990
13484,6395
54889,18995
48828,24998
40697,8695
67013,19990
49001,11991
71736,20495
24243,17799
40927,16299
21548,21000
7180,15480
81,13966
12225,26995
72942,8475
11956,14320
52892,22991
9309,2876
70454,9000
56264,7290
74007,24660
27051,16630
75336,11998
31382,21780
61120,19740
63029,11000
53258,25849
55098,9990
38995,21670
70527,29999
50467,11157
54729,18495
40435,23990
34217,17950
57983,20040
35867,22980
12215,9998
72534,32134
70431,14500
11346,11529
2686,34500
63125,11450
9353,15000
20308,15795
25035,35539
11280,14000
8660,16991
53904,19498
11037,15199
20188,11990
58250,19990
43076,18245
16510,28995
63784,16490
68096,31084
72910,11999
35800,7698
39108,11450
30332,27295
63526,8300
18592,11998
54784,17995
13164,8700
60172,27990
71717,23979
31126,37995
5381,12495
57806,10298
49098,13690
70449,9801
55555,8500
60357,43970
30612,14850
13853,12995
1472,10450
34100,43995
23269,17998
4878,21999
50370,27930
72327,8125
50954,6740
53295,14480
45136,8495
1459,16450
60070,19998
18746,27824
46225,31200
40913,10895
15198,8995
977,19499
58584,9295
42173,14999
43262,13995
33252,27802
2327,14985
13199,24480
5571,8510
48934,13995
942,13990
72564,12795
4219,9995
16334,46995
28750,4998
56860,4995
60698,15699
50456,18675
50098,13495
68929,19795
28919,7990
6454,9289
56739,20990
74678,18790
46567,6790
65571,9210
28649,13995
37361,25755
38735,7670
36190,27380
57877,27490
72459,22400
65497,14798
33441,55500
9501,6391
6922,25000
19904,18980
70747,66750
22871,8400
26672,15995
54106,7990
61763,18499
58444,19980
48927,13700
72243,20000
19391,21950
75714,12789
40736,3695
75028,19999
33081,18999
67120,75995
41046,10800
64034,9790
26314,20500
48500,19998
34363,18499
24895,14995
53210,9997
8247,18470
74508,29570
34904,14200
34816,23995
63878,11444
51370,12500
32467,8700
68781,5860
58298,16450
52532,6495
37781,64995
42245,30849
64704,16500
51779,9139
71298,29000
40230,22495
12283,18946
57380,10690
12453,23966
30289,18995
46327,15290
71493,22500
35454,13100
58076,13500
26120,27995
55096,11495
27403,14500
50650,10298
6903,17499
41194,25995
8445,19000
71144,17995
24542,10295
26344,9790
29830,9995
26961,27500
11335,8600
13006,17995
39390,18495
68582,6750
3037,17490
18236,10990
29765,8490
71492,21750
41554,19995
13092,15695
10922,12751
70862,154998
7175,21790
57085,11750
24551,15187
8302,18285
15003,17500
33117,11495
69087,8500
49241,7450
911,15750
38876,16311
26386,23950
30876,45199
24030,25879
11968,16798
5337,5998
24903,10990
55682,10382
2977,10650
75562,26980
71654,7677
46882,32000
73936,12827
60434,19439
15150,9777
43564,29995
70388,18699
18748,15690
71897,37950
70998,12250
37638,17995
40279,29280
13906,13495
24913,18890
45110,28399
15615,6992
23996,20550
42938,8990
206,12300
21466,10698
71112,10800
19596,16477
72944,19498
38962,13000
3115,13481
53851,6457
65055,28836
54120,13990
22106,10480
62253,9190
34564,10990
30093,15990
73422,11783
14108,33000
3774,21800
8921,18100
23918,43490
1260,29980
26455,17399
20003,17499
7381,33495
2799,19490
4993,8100
38889,17900
16768,18000
33171,10000
63035,28991
19269,10850
41586,17500
26269,12498
20125,11200
26653,11700
35917,30900
18134,22995
8087,14300
38833,8000
39646,25990
14528,15450
12874,5495
17715,26780
1189,20890
72883,29995
19689,19330
52558,14280
68533,7791
16316,8510
17894,11998
30632,13000
63659,11990
25984,19990
32868,17931
73983,13490
57444,15882
34503,17499
24905,7990
18982,8250
58914,11990
2683,21599
41575,20980
43287,4495
61319,24599
60510,11990
8841,15000
39644,16306
44071,29991
7330,17480
64031,32690
43670,16250
23111,7990
59923,17300
28066,15490
11905,23000
7943,8399
45325,13498
64620,7450
58838,9891
15082,19498
63143,9490
58073,27498
42273,9420
33710,12999
68791,25998
34171,22400
28172,21998
52726,3499
36992,7450
12326,25499
69346,21390
44859,15822
18498,14900
74382,17190
45918,14000
65756,34950
4778,15495
65311,16990
33747,15845
74728,11250
70324,32541
56120,9198
41147,17600
10804,11000
20095,7995
44772,24990
10689,7795
37984,17990
68601,13210
58208,14000
69288,32995
9212,17000
12725,14497
45347,14995
13113,27490
17681,15475
69076,10899
64276,12495
44946,15465
1669,8990
24711,18449
24622,19470
34891,21489
64046,6495
64270,12200
65681,8999
56702,11350
60293,13695
52500,18698
62357,7698
27492,9999
9934,24480
9074,16991
73134,18499
6908,15690
1843,22890
48379,20299
39574,16990
17029,7999
53307,24850
40163,9995
38375,20299
44478,10600
20377,13442
18824,7995
72119,14498
27691,6301
62302,10000
69567,13993
18913,16729
50246,26500
52765,15495
17936,7492
32487,16800
57199,14500
26578,18990
54003,16000
60551,7599
41997,6095
9283,8998
69633,7498
34554,55690
50360,16298
43577,16259
61578,5490
43313,14245
15418,19950
29059,13290
6414,29635
19121,8498
35370,25300
63837,4998
64127,10995
11788,21000
40433,19980
36687,16280
5150,21450
29182,24990
28751,15000
70664,18990
55002,10995
28035,11099
5373,14390
27070,24970
73741,16698
311,33292
17299,17550
38598,5980
24479,15498
25259,14498
7624,12500
38200,23500
56760,9498
67394,21995
7845,21500
56550,24998
6514,13599
35683,28800
15387,10990
8466,13839
54882,14795
6638,9800
31664,9800
3306,21990
23472,17998
60202,44800
43815,13498
8768,34650
17324,21490
118,23633
59158,20000
47390,13500
60097,9795
42395,5995
27340,14561
29896,11995
43024,5490
5045,17446
75841,8600
49102,6171
16858,19980
48212,15258
75584,14995
40057,35699
51571,19499
9701,14798
30270,14698
50844,13762
71370,11498
12438,9730
5342,7376
34087,40179
29498,26500
5470,21700
53585,18990
43501,10099
46110,14998
12441,21995
55108,10999
4742,8270
58688,10995
75201,6800
18276,19499
57,13549
24745,17250
30057,24299
35541,12299
48671,28995
1501,20500
63010,20495
16454,12495
35325,19999
50283,9948
41794,32499
55852,23500
33678,8000
28599,13995
26403,19152
51075,15025
12305,10930
37573,25999
50069,22495
4113,31990
33233,20499
64637,18062
40501,9798
1294,23299
37307,17995
62773,9998
21587,17991
5926,4995
53057,21699
48926,27998
20475,9890
35922,16391
68167,15800
58384,34269
35584,9995
12575,7900
54451,5998
8945,26990
21012,12998
46492,12995
15141,23282
24023,18999
18581,15800
67511,22495
64642,24400
14816,8795
8615,5995
33036,15500
68319,9625
66863,12750
14619,17042
1453,13498
49223,10700
60286,15645
32556,14995
8890,12995
60743,8150
16005,15170
8861,3995
23338,42495
60699,7999
42520,6995
16902,17940
25908,16599
24123,17495
36457,40298
70704,19290
5170,15750
11302,8695
60384,15999
27222,33995
39519,15995
29635,6750
22739,11245
15772,19971
2713,8250
10619,16299
19580,9989
46317,36480
23497,28950
59765,7190
25563,27450
18259,22440
52446,8472
75138,26250
4531,21498
39707,7667
49440,12189
35968,16998
41552,9999
20972,34500
73800,30160
22069,7489
2599,12980
28934,22390
8677,18992
51537,7995
29851,13899
41141,8400
42710,11881
58533,8998
32818,24998
7639,22800
60659,9991
22645,4990
11702,22498
75666,16990
20704,16698
21043,22995
45349,17440
11515,20985
19567,23490
74935,19490
20,7500
50594,26499
315,7290
9254,15150
38418,5999
10376,7998
23685,15390
44697,11995
3287,7999
34829,18000
14560,17990
48795,2375
52347,18495
73754,14995
36224,25199
61306,8600
33898,13600
63168,11175
66648,15397
56033,14998
43250,16948
3050,10971
63498,24745
56971,23888
61350,51124
17940,22490
74922,11620
75687,16920
69484,16490
18040,8699
59614,16291
41417,9298
17326,8995
23214,21000
51869,11795
7089,15495
2932,11495
70028,6291
44829,2795
6451,9500
57978,9998
58974,9000
35645,8894
265,22000
15239,33780
24959,18971
491,12000
63089,1295
15134,7199
47606,26995
21011,13000
34851,11000
34067,13695
26289,23500
50508,17150
22458,16498
3087,8701
30298,21749
29520,28012
37946,21490
13530,24995
3784,6495
29777,4995
55922,13995
15747,6970
48331,29980
75591,7998
63597,14000
6301,5995
13815,8667
38643,7771
38145,26790
59647,16998
49076,18500
29394,11998
34832,8750
16183,23879
29537,26995
608,13495
23540,22900
58316,8599
75763,15998
43378,27998
8345,66000
55281,9750
61321,9997
39503,32980
69056,31750
3451,10995
58568,13299
36102,29699
67720,18600
20437,25879
57710,13450
21503,32991
20146,23000
39068,10837
62296,17945
50922,9650
26567,21191
5271,15390
37794,33789
40335,11999
57254,10998
59562,12300
28681,13995
37390,23799
70115,35981
5696,8000
14155,10775
71216,9377
15242,5998
36680,10999
6850,15845
38535,34099
57247,13998
50860,11498
17371,8995
69187,7420
12406,10151
11475,13500
40992,19995
56418,20000
16436,10999
41461,44900
22751,15178
26651,29989
23675,13195
15899,27699
38002,9790
22130,27990
67209,18495
2755,18690
12823,13950
52608,8474
32343,22150
24294,30000
53116,33990
18631,20996
3791,7999
38486,10288
63077,14950
56243,12695
50156,10698
22382,14110
4856,14540
9063,14800
36313,7899
73089,8995
13610,13890
23257,14188
25551,16391
23164,12990
7374,12880
14732,9880
74115,13995
69809,34945
3036,14990
24084,19490
34729,7295
33658,17498
63311,49899
70708,14498
45035,10950
51922,7700
72301,28999
48717,19995
13650,13990
74411,14998
47772,16985
14984,5995
3558,26441
11691,7999
57529,11899
33888,26395
14008,7799
4428,9900
67618,18300
71129,28990
6267,31962
32219,16700
34556,26995
53173,20660
60994,16490
14512,12500
38301,22199
37101,12800
63428,12500
43217,8750
26440,15295
71544,9999
66636,15340
51302,24990
1115,17995
19551,8791
71723,19850
57573,6370
57097,8999
50913,6990
54988,12690
20659,21990
24853,18990
47650,8991
68338,8595
805,12998
23161,13399
63902,45900
37186,15495
2117,9362
69656,16450
19728,28495
50250,15525
27426,7995
40527,11695
31655,29995
19242,19999
50353,4290
22906,32995
29105,30000
69294,40850
53024,23000
50548,16990
25812,10380
16751,28306
18283,9000
39771,16420
28506,27995
29032,24480
14754,8495
64853,13190
4784,4999
18536,24244
20162,8299
50847,7559
55731,22495
75955,10498
18083,11680
24316,30995
42022,13985
11806,9169
9041,31450
21695,15495
42008,7191
2015,8750
74605,9000
8533,9950
39888,5599
33795,8698
37771,44498
48643,13999
59550,25000
24876,33599
52819,66890
39744,17498
39074,5495
68608,8499
34512,23750
21110,13949
9800,19298
39314,10999
27985,7998
1856,18490
33573,7875
52055,14990
40519,8470
55906,1300
55643,20499
24926,18500
43664,10450
50363,6870
19172,53750
30452,15690
2334,47795
7932,9990
34641,27298
37559,9495
12007,18490
55320,22599
18634,12999
4515,12490
50083,17995
24737,10200
40480,21332
46191,46990
21988,24485
46439,18650
24334,16995
53924,24132
27933,44300
43149,22500
16264,12490
11503,61995
45840,13780
43370,12941
34507,16000
67962,14495
41749,10900
39158,31995
18930,6641
38872,21000
17786,19500
72167,10795
11560,21000
28650,31280
9620,17800
64531,17995
41559,7627
2630,24998
55177,11713
12476,10500
41791,14998
15818,11200
27240,9999
54502,15995
12168,7298
53875,8995
27652,14498
72275,16000
11845,25449
50934,25300
38480,19995
58308,19995
15466,12500
67164,11498
57226,12401
35643,7498
48817,49900
61268,14340
61572,9800
69876,31790
20633,16699
30147,12180
1701,10998
7563,12450
30810,7495
14520,3995
9306,49995
37422,13000
14023,17250
30977,20500
67902,18450
581,15495
26181,24249
18979,11749
65783,12450
73796,8698
792,6750
73599,24397
48061,49000
44297,11698
15468,37980
59056,8000
68894,31980
66856,14190
64933,19998
68200,11300
39102,18232
66358,15881
70461,12998
59755,7495
28799,49891
43544,7000
10366,11299
72558,14999
58582,36990
57889,15650
33970,14000
34518,23400
59675,20479
9462,14250
40623,8500
73352,14698
22478,6798
2744,17800
69787,14499
45868,11799
68337,18495
36330,23490
49684,21810
41682,18291
30534,24790
67782,14999
9118,13491
52772,27295
62062,10250
59325,10999
15794,17298
20259,31480
38575,18991
17224,16150
14993,9000
69110,10490
21299,9250
66896,135000
31265,15990
44840,8795
20215,8100
36214,9791
58708,27800
22155,13700
71440,4795
14308,8599
22516,23676
29861,12900
65325,12000
71963,7000
24740,6698
15272,15095
39559,28990
48207,9500
62121,14750
10231,19995
11329,20395
37614,11991
54977,29950
8160,17500
1929,16995
60290,9990
46786,6599
28394,5763
60667,27372
64536,16495
28365,8475
49448,24990
2292,8750
7065,6295
29209,10460
54561,4450
62484,37522
41959,19500
48328,13999
41381,9900
9117,18498
33497,14995
27575,21000
44453,26299
69675,11995
5260,6599
72171,13020
42766,14000
22040,15270
6105,29950
34246,60099
26291,28551
47186,11632
37613,8299
23068,18500
25100,4325
3191,8690
51084,22495
48819,12498
29854,15995
62511,11800
38192,16990
44320,26990
16522,18991
71268,13990
65789,14195
24618,17000
28474,12298
51338,16300
60977,9750
73887,10070
37975,6995
23490,8975
27765,8995
63933,7950
4809,19490
34393,9965
57249,12799
5520,31720
11943,42998
56063,16500
5240,11198
64557,9490
67846,31977
68550,10998
45170,11399
35278,10999
34542,19912
75512,5990
22136,9700
73749,10250
19737,28995
51982,8995
64425,21290
12897,9690
19683,32995
13683,23795
26686,14499
72194,7000
42410,16012
5252,19295
53987,7195
44941,34980
37959,16499
73637,18350
55120,37990
41902,11999
40207,7960
69969,6995
20174,20989
2888,19500
58358,33037
56538,7842
45670,13700
33438,6495
57168,8268
25644,45000
25792,16000
31551,14495
5071,25890
58476,10998
2729,9990
65541,8995
52092,10491
5793,9495
67389,9952
20131,10475
5180,8950
32562,12990
13876,8994
64797,21950
16170,12994
31800,21495
29074,16770
43886,18998
4358,7698
3857,6299
45606,11470
48777,7940
5652,8790
4593,10995
62299,32980
47969,23991
61403,15490
42168,31000
24015,16499
63060,19000
67024,11500
43819,19298
24803,12990
58082,13498
66169,20490
50103,24349
29982,9999
2066,8998
38798,8521
30795,6399
66637,21800
31512,12500
35322,3499
19673,25389
31277,13799
64194,38444
4290,19800
17798,18485
26592,9250
35185,11591
73073,6999
63259,10698
65042,18500
20748,18995
55749,7998
5826,51995
762,11990
38248,15991
12233,30950
11716,17395
16024,12490
68155,22450
35761,6350
47465,16491
25549,11798
40858,20450
52338,17100
48748,17890
53649,35049
28633,18498
71704,17850
35927,29480
28915,29886
63166,12750
5983,6099
25376,17690
29352,14500
42215,16040
8288,19998
48848,22399
64918,38995
6141,11000
9016,1695
22267,30995
45737,36980
55976,6295
35174,6800
55623,17900
60730,4795
26688,17995
18063,23499
46488,39995
44863,8000
46794,24250
597,36998
63991,5200
64961,8990
49467,24998
4350,7600
17696,4995
9948,11995
50254,14495
48981,22500
27952,30650
46943,17998
7960,16000
27802,12495
15950,11099
36101,7900
48103,25699
33617,5000
16485,6324
30824,27275
18092,13495
23037,11700
6530,8888
46953,16890
25411,19498
18642,11999
3369,20950
59177,18500
46919,11500
22994,17796
67134,23999
53505,25950
14987,32495
16782,13391
5776,8995
72069,19852
27469,14152
60031,39990
71004,5497
16471,4695
17369,27990
33675,19990
56974,48255
67749,12481
56128,7500
24994,9995
65079,6499
15166,15000
58391,25649
10528,15160
50018,14999
28427,4561
42577,42400
36607,8995
8432,12940
72280,9295
72630,18995
18898,8699
18271,27995
41047,7911
37903,36495
45691,40900
30892,1699
4087,51995
29615,29985
5946,20995
62307,7990
65447,8995
41960,9940
